Well_Permit_Num,Period_ID,Production_Indicator,Well_Status,Farm_Name,Spud_Date,Gas_Quantity,Gas_Production_Days,Condensate_Quantity,Condensate_Production_Days,Oil_Quantity,Oil_Production_Days,Averaged,Operator,OGO_NUM,Well_County,Well_Municipality,Well_Latitude,Well_Longitude,Unconventional,Well_Configuration,Home_Use,Reporting_Period,Comment_Reason,Comment_Text,Record_Source
003-21994,15DECU,Yes,ACTIVE,FAWN DEVELOPERS INC 1,12/05/2008,2134,31,,,,,No,XTO ENERGY INC,OGO-38958,ALLEGHENY,FAWN,40.657901,-79.781085,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
003-22091,15DECU,Yes,ACTIVE,FAWN DEVELOPERS INC 3H,12/11/2009,33817,31,,,,,No,XTO ENERGY INC,OGO-38958,ALLEGHENY,FAWN,40.648568,-79.777621,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22092,15DECU,Yes,ACTIVE,FAWN DEVELOPERS INC 4H,12/03/2009,15917,31,,,,,No,XTO ENERGY INC,OGO-38958,ALLEGHENY,FAWN,40.648704,-79.777674,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22230,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 4H,10/30/2012,43000.43,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634369,-79.753756,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22231,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 5H,10/30/2012,38414.70,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634453,-79.753761,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22232,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 6H,10/30/2012,41964.75,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634536,-79.753769,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22233,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 8H,10/30/2012,51026.05,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634542,-79.753625,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22278,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 2H,04/13/2014,60004.11,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634186,-79.753597,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22279,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 3H,04/12/2014,69248.95,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634103,-79.753589,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22280,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 7H,04/12/2014,84710.12,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634097,-79.753697,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22293,15DECU,Yes,ACTIVE,BOVARD DOROTHY UNIT 1H,05/16/2014,56242.46,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634181,-79.753706,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22294,15DECU,Yes,ACTIVE,NORRIS DAVID ET AL UNIT 3H,09/10/2014,167163.08,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.6721,-79.805914,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22295,15DECU,Yes,ACTIVE,NORRIS DAVID ET AL UNIT 7H,09/10/2014,159633.57,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.672117,-79.806019,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22334,15DECU,No,ACTIVE,BELLO CHARLES 11612 7H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654578,-79.775072,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22339,15DECU,No,ACTIVE,BELLO CHARLES 11612 3H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654428,-79.775242,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22340,15DECU,No,ACTIVE,BELLO CHARLES 11612 1H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654494,-79.775086,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22341,15DECU,No,ACTIVE,BELLO CHARLES 11612 2H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654414,-79.7751,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22342,15DECU,No,ACTIVE,BELLO CHARLES 11612 4H,08/26/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654508,-79.775228,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22355,15DECU,No,ACTIVE,BELLO CHARLES 11612 6H,08/26/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654658,-79.775061,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22247,15DECU,No,RINAC,DALBO DOMINICK UNIT 2H,08/03/2013,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FINDLAY,40.484222,-80.349361,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
003-22281,15DECU,No,ACTIVE,ACAA 2D,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.462042,-80.256753,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22282,15DECU,No,ACTIVE,ACAA 1D,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472872,-80.254803,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22287,15DECU,No,ACTIVE,ACAA 2A,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461769,-80.256789,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22288,15DECU,No,ACTIVE,ACAA 2B,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461822,-80.256781,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22289,15DECU,No,ACTIVE,ACAA 2C,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461878,-80.256775,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22290,15DECU,No,ACTIVE,ACAA 2E,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461986,-80.256758,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22291,15DECU,No,ACTIVE,ACAA 2F,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461933,-80.256767,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22292,15DECU,No,ACTIVE,ACAA 4J,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479731,-80.237147,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22297,15DECU,No,ACTIVE,ACAA 1A,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472975,-80.254856,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22298,15DECU,No,ACTIVE,ACAA 1B,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.473019,-80.254803,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22299,15DECU,No,ACTIVE,ACAA 1C,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472969,-80.254775,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22300,15DECU,No,ACTIVE,ACAA 1E,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472922,-80.254828,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22301,15DECU,No,ACTIVE,ACAA 1F,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472919,-80.254747,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22302,15DECU,No,ACTIVE,ACAA 1IUD,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.473025,-80.254883,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22303,15DECU,No,ACTIVE,ACAA 1JUD,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.473072,-80.254828,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22314,15DECU,No,ACTIVE,ACAA 4A,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479925,-80.237208,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22315,15DECU,No,ACTIVE,ACAA 4B,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479978,-80.237206,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22316,15DECU,No,ACTIVE,ACAA 4C,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.480033,-80.237206,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22317,15DECU,No,ACTIVE,ACAA 4D,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.480006,-80.237133,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22318,15DECU,No,ACTIVE,ACAA 4E,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479950,-80.237136,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22319,15DECU,No,ACTIVE,ACAA 4F,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479894,-80.237139,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22320,15DECU,No,ACTIVE,ACAA 4G,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479869,-80.237211,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22321,15DECU,No,ACTIVE,ACAA 4H,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479814,-80.237214,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22322,15DECU,No,ACTIVE,ACAA 4I,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479758,-80.237217,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22323,15DECU,No,ACTIVE,ACAA 4K,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479786,-80.237144,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22324,15DECU,No,ACTIVE,ACAA 4L,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479839,-80.237142,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22229,15DECU,Yes,ACTIVE,OLIVER EAST 590597,01/15/2013,48826,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243461,-79.904617,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22234,15DECU,Yes,ACTIVE,OLIVER EAST 590598,01/15/2013,66449,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243464,-79.904564,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22235,15DECU,Yes,ACTIVE,OLIVER EAST 590599,01/15/2013,55767,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243464,-79.904508,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22236,15DECU,Yes,ACTIVE,OLIVER EAST 590600,01/15/2013,53589,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243464,-79.904456,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22237,15DECU,Yes,ACTIVE,OLIVER EAST 590596,01/16/2013,45240,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243461,-79.904669,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22240,15DECU,Yes,ACTIVE,OLIVER WEST 591627,05/28/2013,64152,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235833,-79.9125,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22241,15DECU,Yes,ACTIVE,OLIVER WEST 591628,05/28/2013,62830,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235825,-79.912447,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22242,15DECU,Yes,ACTIVE,OLIVER WEST 591629,05/28/2013,51924,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235817,-79.912394,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22269,15DECU,Yes,ACTIVE,OLIVER WEST 590590,01/10/2014,123470,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235892,-79.912867,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22270,15DECU,Yes,ACTIVE,OLIVER WEST 590591,01/10/2014,108348,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235883,-79.912814,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22271,15DECU,No,ACTIVE,OLIVER WEST 590592,01/10/2014,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235875,-79.912761,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
003-22272,15DECU,Yes,ACTIVE,OLIVER WEST 590593,01/10/2014,131761,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235867,-79.912708,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22273,15DECU,Yes,ACTIVE,OLIVER WEST 590594,01/10/2014,120762,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235858,-79.912658,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22274,15DECU,Yes,ACTIVE,OLIVER WEST 590595,01/10/2014,127597,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235850,-79.912606,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22275,15DECU,Yes,ACTIVE,OLIVER WEST 591626,01/10/2014,93956,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235842,-79.912553,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22276,15DECU,Yes,ACTIVE,OLIVER WEST 592158,03/12/2014,113034,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235808,-79.912342,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22277,15DECU,Yes,ACTIVE,OLIVER WEST 592159,03/12/2014,119679,30,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.2358,-79.912289,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22283,15DECU,Yes,ACTIVE,OLIVER EAST 590601,07/08/2014,288516,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243467,-79.904403,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22284,15DECU,Yes,ACTIVE,OLIVER EAST 591630,11/03/2014,92161,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243467,-79.904347,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22285,15DECU,Yes,ACTIVE,OLIVER EAST 591631,07/08/2014,145136,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243467,-79.904294,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22286,15DECU,Yes,ACTIVE,OLIVER EAST 591632,07/08/2014,170473,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243469,-79.904242,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22312,15DECU,Yes,ACTIVE,OLIVER EAST 591633,11/15/2014,135884,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243469,-79.904186,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-21982,15DECU,Yes,ACTIVE,YUTE UNIT 4H,02/03/2009,20306.20,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.572278,-79.807056,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22193,15DECU,Yes,ACTIVE,YUTE UNIT 2H,09/29/2011,34522.13,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573081,-79.806931,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22194,15DECU,Yes,ACTIVE,YUTE UNIT 3H,09/08/2011,22203.53,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573122,-79.806839,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22195,15DECU,Yes,ACTIVE,YUTE UNIT 5H,09/07/2011,35649.26,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573217,-79.806914,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22196,15DECU,Yes,ACTIVE,YUTE UNIT 8H,09/07/2011,26836.67,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573036,-79.807025,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22197,15DECU,Yes,ACTIVE,YUTE UNIT 9H,09/08/2011,24758.28,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573131,-79.807097,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22203,15DECU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 5H,05/20/2012,24626.94,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.6252,-79.783381,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22204,15DECU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 4H,05/20/2012,29244.58,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.625194,-79.783486,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22210,15DECU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 2H,05/18/2012,26737.78,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.625083,-79.783478,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22211,15DECU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 3H,05/19/2012,17387.06,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.625206,-79.783272,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22222,15DECU,Yes,ACTIVE,SCHILLER GERALD UNIT 1H,07/01/2012,38461.16,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616081,-79.786542,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22223,15DECU,Yes,ACTIVE,SCHILLER GERALD UNIT 2H,07/01/2012,26712.21,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616133,-79.786625,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22224,15DECU,Yes,ACTIVE,SCHILLER GERALD UNIT 3H,07/01/2012,38284.54,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616186,-79.786708,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22225,15DECU,Yes,ACTIVE,SCHILLER GERALD UNIT 6H,07/02/2012,34792.78,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616164,-79.786450,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22227,15DECU,Yes,ACTIVE,SCHILLER GERALD UNIT 4H,07/02/2012,71113.01,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616269,-79.786617,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
003-22327,15DECU,No,ACTIVE,GULICK UNIT 1H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617683,-79.803619,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22328,15DECU,No,ACTIVE,GULICK UNIT 5H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617686,-79.803692,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22329,15DECU,No,ACTIVE,GULICK UNIT 6H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617794,-79.803683,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22332,15DECU,No,ACTIVE,GULICK UNIT 7H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617789,-79.803542,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22333,15DECU,No,ACTIVE,GULICK UNIT 9H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617792,-79.803611,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
005-31196,15DECU,No,ACTIVE,THOMAS HALL 1M,03/26/2014,,,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,BETHEL,40.7052,-79.549475,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
005-30081,15DECU,Yes,ACTIVE,TREGASKES UNIT 1,01/19/2009,1504,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.875043,-79.446710,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-30676,15DECU,Yes,ACTIVE,BVL/SHAWMUT 2M-100,04/01/2011,3012,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.888822,-79.421797,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-30678,15DECU,Yes,ACTIVE,BVL/SHAWMUT 4M-100,12/07/2012,2979,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.885842,-79.421103,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-30823,15DECU,Yes,ACTIVE,HOOKS-PHILLIPS UNIT 1M,10/18/2011,1846,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.904594,-79.4523,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-30832,15DECU,Yes,ACTIVE,COLLIER-TREGASKES UNIT 1M,06/23/2011,227,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.871350,-79.452719,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-30952,15DECU,Yes,ACTIVE,HAROLD P MATEER 1M-45.5,07/12/2012,2475,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.892111,-79.418181,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-31093,15DECU,Yes,ACTIVE,GEORGE W COLWELL ETAL 2M-139,05/10/2013,1824,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.887942,-79.451492,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-31115,15DECU,Yes,ACTIVE,BVL-MCCONNELL UNIT 1M,05/22/2013,1480,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.889047,-79.474425,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-31122,15DECU,Yes,ACTIVE,W H KUHNS HEIRS 6M-143,04/15/2013,1488,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.913756,-79.368794,Yes,VERTI,No,Dec 2015 (Unconventional wells),,,OGRE
005-31099,15DECU,Yes,ACTIVE,GIBSON 590947,11/17/2012,70996,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,BURRELL,40.698728,-79.481867,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
