Well_Permit_Num,Period_ID,Production_Indicator,Well_Status,Farm_Name,Spud_Date,Gas_Quantity,Gas_Production_Days,Condensate_Quantity,Condensate_Production_Days,Oil_Quantity,Oil_Production_Days,Averaged,Operator,OGO_NUM,Well_County,Well_Municipality,Well_Latitude,Well_Longitude,Unconventional,Well_Configuration,Home_Use,Reporting_Period,Comment_Reason,Comment_Text,Record_Source
125-23759,15DECU,Yes,ACTIVE,DURKACS UNIT 5H,07/16/2009,32427.51,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.283578,-80.227051,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23785,15DECU,Yes,ACTIVE,BAKER CAROL UNIT 4H,07/21/2009,19933.96,31,10.20,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.230694,-80.277667,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23786,15DECU,Yes,ACTIVE,BAKER CAROL UNIT 7H,08/24/2009,21814.68,31,57.43,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.230583,-80.277694,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23787,15DECU,Yes,ACTIVE,BAKER CAROL UNIT 8H,07/20/2009,19523.89,31,6.38,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.230528,-80.277694,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23809,15DECU,Yes,ACTIVE,WORSTELL UNIT 7H,10/28/2009,26616.94,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.274278,-80.216528,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23810,15DECU,Yes,ACTIVE,WORSTELL UNIT 3H,10/27/2009,29512.38,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.274139,-80.216556,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23811,15DECU,Yes,ACTIVE,WORSTELL UNIT 2H,10/28/2009,39754.55,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.274361,-80.2165,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23822,15DECU,Yes,ACTIVE,HOSKIN JUNE UNIT 5H,08/20/2009,16661.28,31,1.49,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.248639,-80.263167,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23831,15DECU,Yes,ACTIVE,WORSTELL UNIT 4H,10/28/2009,23783.54,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.274389,-80.2165,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23860,15DECU,Yes,ACTIVE,JOHNSTON CHARLES UNIT 12H,11/19/2009,24842.42,24,0.72,24,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.275889,-80.239528,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23861,15DECU,Yes,ACTIVE,JOHNSTON CHARLES UNIT 10H,11/19/2009,25513.04,24,0.96,24,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.275833,-80.239528,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23907,15DECU,Yes,ACTIVE,WORSTELL UNIT 5H,11/12/2009,27901.37,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.274306,-80.2165,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23932,15DECU,Yes,ACTIVE,A&D FERGUSON DEV UNIT 1H,01/19/2010,33112.70,31,28.06,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.291039,-80.247789,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23933,15DECU,Yes,ACTIVE,A&D FERGUSON DEV UNIT 2H,02/15/2010,33448.26,31,27.80,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.291031,-80.247858,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23991,15DECU,Yes,ACTIVE,WEIMER LILLIAN UNIT 1H,05/27/2010,17489.65,31,4,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.246361,-80.270278,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23992,15DECU,Yes,ACTIVE,WEIMER LILLIAN UNIT 2H,05/27/2010,28543.58,31,34.26,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.246361,-80.270333,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23993,15DECU,Yes,ACTIVE,WEIMER LILLIAN UNIT 5H,05/27/2010,34919.91,31,60.96,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.246306,-80.270333,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24014,15DECU,Yes,ACTIVE,WEIMER LILLIAN UNIT 3H,05/27/2010,20073.32,31,3.98,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.246139,-80.270306,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24015,15DECU,Yes,ACTIVE,WEIMER LILLIAN UNIT 4H,05/27/2010,22272.78,31,10.66,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.246250,-80.270306,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24016,15DECU,Yes,ACTIVE,WEIMER LILLIAN UNIT 6H,05/27/2010,26644.51,31,21.59,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.246194,-80.270306,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24247,15DECU,Yes,ACTIVE,PAINTER UNIT 1H,09/14/2010,20540.49,31,4.09,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.273303,-80.258369,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24248,15DECU,Yes,ACTIVE,PAINTER UNIT 2H,09/13/2010,16768.17,31,2.44,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.273250,-80.258369,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24249,15DECU,Yes,ACTIVE,PAINTER UNIT 3H,09/13/2010,16893.52,31,18.65,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.273083,-80.258361,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24250,15DECU,Yes,ACTIVE,PAINTER UNIT 4H,09/13/2010,28744.36,31,12.13,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.273139,-80.258364,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24251,15DECU,Yes,ACTIVE,PAINTER UNIT 5H,09/13/2010,31785.44,31,12.66,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.273194,-80.258367,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24407,15DECU,Yes,ACTIVE,MELE UNIT 1H,08/09/2011,22331.90,31,77.07,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.250867,-80.294783,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24453,15DECU,Yes,ACTIVE,PHOTON UNIT 1H,05/04/2012,34245.37,31,0.80,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.263794,-80.217439,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24454,15DECU,Yes,ACTIVE,PHOTON UNIT 4H,05/05/2012,25186.61,31,0.28,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.263858,-80.217375,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24457,15DECU,Yes,ACTIVE,MELE UNIT 2H,08/09/2011,22164.76,31,81.21,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.2509,-80.294881,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24458,15DECU,Yes,ACTIVE,MELE UNIT 3H,08/09/2011,28057.72,31,45.25,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.250733,-80.294742,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24459,15DECU,Yes,ACTIVE,MELE UNIT 4H,08/09/2011,18974.22,31,59.85,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.250767,-80.294839,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24462,15DECU,Yes,ACTIVE,MELE UNIT 5H,08/09/2011,27294.40,31,73.22,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.2508,-80.294939,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24567,15DECU,Yes,ACTIVE,PHOTON UNIT 3H,05/05/2012,24085.43,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.263925,-80.217308,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24580,15DECU,Yes,ACTIVE,YANAVICH UNIT 1H,11/18/2011,14315.97,31,10.28,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.217625,-80.269056,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24581,15DECU,Yes,ACTIVE,YANAVICH UNIT 2H,11/18/2011,24338.73,31,1.59,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.217519,-80.269025,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24582,15DECU,Yes,ACTIVE,YANAVICH UNIT 3H,11/18/2011,18006.35,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.217644,-80.268950,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24639,15DECU,Yes,ACTIVE,YANAVICH UNIT 4H,12/17/2011,27000.19,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.217556,-80.268814,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24640,15DECU,Yes,ACTIVE,YANAVICH UNIT 5H,12/18/2011,34463.95,31,0.15,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.217664,-80.268847,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24739,15DECU,Yes,ACTIVE,PHOTON UNIT 2H,05/04/2012,47532.14,31,2.32,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.263992,-80.217422,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-27306,15DECU,Yes,ACTIVE,A&D FERGUSON DEV UNIT 3H,10/06/2014,160467.30,31,35.22,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.291214,-80.247761,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-27307,15DECU,Yes,ACTIVE,A&D FERGUSON DEV UNIT 4H,10/08/2014,179044.64,31,14.44,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.291169,-80.247675,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-27308,15DECU,Yes,ACTIVE,A&D FERGUSON DEV UNIT 5H,10/07/2014,157042.72,31,31.13,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.291181,-80.247606,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-27459,15DECU,Yes,ACTIVE,A & D FERGUSON DEV UNIT 6H,10/07/2014,206388.66,31,816.20,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.291136,-80.247886,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-27460,15DECU,Yes,ACTIVE,A & D FERGUSON DEV UNIT 7H,10/08/2014,206091.30,31,73.61,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.291147,-80.247817,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-27619,15DECU,No,ACTIVE,LITTLE CLARA UNIT 1H,10/03/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.257069,-80.236436,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
125-27620,15DECU,No,ACTIVE,LITTLE CLARA UNIT 2H,10/03/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.257075,-80.236292,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
125-27621,15DECU,No,ACTIVE,LITTLE CLARA UNIT 8H,10/07/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.256911,-80.236281,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
125-27622,15DECU,No,ACTIVE,LITTLE CLARA UNIT 9H,10/04/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.256986,-80.236431,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
125-27623,15DECU,No,ACTIVE,LITTLE CLARA UNIT 10H,10/06/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.256906,-80.236422,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
125-27734,15DECU,No,ACTIVE,LITTLE CLARA UNIT 3H,10/05/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CHARTIERS,40.256992,-80.236286,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
125-22265,15DECU,No,ACTIVE,CHRISTMAN UNIT 3,04/17/2006,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.270245,-80.377306,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-22637,15DECU,Yes,ACTIVE,LEHMAN UNIT 1,06/06/2007,8043.31,30,291.80,30,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.298717,-80.378639,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-22668,15DECU,Yes,ACTIVE,CROSS CREEK CNTY PARK 9H-A,07/13/2008,18214.20,31,364.45,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.261023,-80.390668,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-22793,15DECU,No,ACTIVE,CROSS CREEK CNTY PARK 8-H,07/02/2008,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.262829,-80.388001,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-22830,15DECU,No,ACTIVE,CROSS CREEK COUNTY PARK 6H,07/15/2008,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.262829,-80.388056,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-22861,15DECU,Yes,ACTIVE,CROSS CREEK CNTY PARK 7H,07/23/2008,17015.21,31,827.80,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.260912,-80.390612,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-22957,15DECU,No,RINAC,COWDEN 46,09/21/2008,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.272134,-80.384195,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-22960,15DECU,No,RINAC,COWDEN 51,10/15/2008,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.274745,-80.391279,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-22961,15DECU,No,RINAC,COWDEN 53,10/26/2008,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.270079,-80.402085,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23070,15DECU,No,RINAC,COWDEN 50,11/07/2008,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.270412,-80.398168,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23161,15DECU,No,ACTIVE,COWDEN 40,11/21/2008,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.280467,-80.361167,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23271,15DECU,No,ACTIVE,COWDEN 47H,10/05/2008,,,,,,,No,CHEVRON APPALACHIA LLC,OGO-39307,WASHINGTON,CROSS CREEK,40.269384,-80.385195,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23376,15DECU,No,ACTIVE,COWDEN 75,11/20/2008,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.269412,-80.385001,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23429,15DECU,No,RINAC,COWDEN 48H,12/08/2008,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.268968,-80.390473,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23515,15DECU,No,ACTIVE,COWDEN 76,01/26/2009,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.269134,-80.390390,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23537,15DECU,No,ACTIVE,COWDEN 41,02/05/2009,,,,,,,No,ATLAS RESOURCES LLC,OGO-66455,WASHINGTON,CROSS CREEK,40.281134,-80.365945,Yes,VERTI,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-23859,15DECU,Yes,ACTIVE,CROSS CREEK COUNTY PARK 25H,10/29/2009,3434.01,18,264.23,18,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.261056,-80.390972,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23925,15DECU,Yes,ACTIVE,RUKAVINA UNIT 1H,10/05/2010,1036.65,13,12.10,13,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.265528,-80.362750,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23928,15DECU,Yes,ACTIVE,RUKAVINA UNIT 2H,10/05/2010,13945.36,31,410.23,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.265472,-80.362722,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23929,15DECU,Yes,ACTIVE,RUKAVINA UNIT 3H,10/06/2010,15918.13,31,434.57,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.265333,-80.362611,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23930,15DECU,Yes,ACTIVE,RUKAVINA UNIT 4H,10/06/2010,4949.55,31,54.74,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.265444,-80.362694,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-23931,15DECU,Yes,ACTIVE,RUKAVINA UNIT 5H,10/06/2010,8511.96,31,141.57,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.265389,-80.362667,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24323,15DECU,Yes,ACTIVE,LEHMAN UNIT 7H,01/26/2011,916.10,11,32.52,11,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.299219,-80.379689,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24324,15DECU,Yes,ACTIVE,LEHMAN UNIT 8H,01/26/2011,673.96,17,53.66,17,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.299194,-80.379617,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24325,15DECU,No,ACTIVE,LEHMAN UNIT 9H,01/26/2011,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.299108,-80.379525,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
125-24326,15DECU,Yes,ACTIVE,LEHMAN UNIT 11H,01/26/2011,13698.24,31,241.66,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.299133,-80.379597,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24328,15DECU,Yes,ACTIVE,LEHMAN UNIT 10H,01/26/2011,8238.34,31,287.20,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.299150,-80.379569,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24415,15DECU,Yes,ACTIVE,POLLANA UNIT 2H,10/03/2011,4558.73,26,322.24,26,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.305203,-80.360844,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24416,15DECU,Yes,ACTIVE,POLLANA UNIT 4H,10/03/2011,11861.51,31,426.35,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.305275,-80.360797,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24417,15DECU,Yes,ACTIVE,POLLANA UNIT 6H,10/03/2011,22203.35,31,1157.89,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.305350,-80.360750,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24450,15DECU,Yes,ACTIVE,MARGARIA RAYMOND UNIT 2H,07/05/2011,8684.34,31,340.09,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.284953,-80.431508,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24451,15DECU,Yes,ACTIVE,MARGARIA RAYMOND UNIT 3H,07/05/2011,9256.20,31,337.83,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.284956,-80.4314,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24452,15DECU,Yes,ACTIVE,MARGARIA RAYMOND UNIT 4H,07/05/2011,13778.01,31,498.72,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.284958,-80.431294,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24479,15DECU,Yes,ACTIVE,MARGARIA PAUL UNIT 1H,08/09/2011,10153.52,31,399.15,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.283436,-80.446603,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24480,15DECU,Yes,ACTIVE,MARGARIA PAUL UNIT 2H,08/09/2011,8622.31,31,425.97,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.283272,-80.446744,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24481,15DECU,Yes,ACTIVE,MARGARIA PAUL UNIT 3H,08/09/2011,14176.30,31,371.53,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.283303,-80.446644,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24482,15DECU,Yes,ACTIVE,MARGARIA PAUL UNIT 4H,08/09/2011,14786.38,31,800.37,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.283336,-80.446547,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24488,15DECU,Yes,ACTIVE,MARGARIA RAYMOND UNIT 1H,08/01/2011,9897.11,31,537.53,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.284842,-80.431503,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24501,15DECU,Yes,ACTIVE,STEFKOVICH JEROME UNIT 1H,11/02/2011,13986.98,31,1011.23,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.278158,-80.455303,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24502,15DECU,Yes,ACTIVE,STEFKOVICH JEROME UNIT 2H,11/02/2011,14905.24,31,376.60,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.278064,-80.455231,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24503,15DECU,Yes,ACTIVE,STEFKOVICH JEROME UNIT 3H,11/03/2011,17514.28,31,1103.57,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.278022,-80.455322,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
125-24519,15DECU,Yes,ACTIVE,STEFKOVICH JEROME UNIT 4H,11/02/2011,15421.93,31,938.18,31,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,WASHINGTON,CROSS CREEK,40.277981,-80.455417,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
